verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
mostly-true,Rand Paul,"""In France, they have a (surveillance) program a thousandfold more invasive"" than the United States.",12/6/2015,news,https://www.politifact.com/factchecks/2015/dec/08/rand-paul/rand-paul-largely-correct-french-electronic-survei/
true,Barack Obama,"""Hillary Clinton has taken over $800,000 from lobbyists.""",4/17/2008,advertisement,https://www.politifact.com/factchecks/2008/apr/17/barack-obama/clinton-accepts-lobbyist-money/
false,Donald Trump,"""When I became president, President Obama had a separation policy. I didn’t have it. He had it.""",6/20/2019,news,https://www.politifact.com/factchecks/2019/jun/21/donald-trump/donald-trump-again-falsely-says-obama-had-family-s/
half-true,Hillary Clinton,"Undocumented immigrants ""pay $12 billion a year into Social Security.""",8/5/2016,speech,https://www.politifact.com/factchecks/2016/aug/10/hillary-clinton/undocumented-immigrants-social-security-contributi/
half-true,Raul Labrador,"The Obama administration estimates the number of children at the border is ""going to increase to 150,000 to 200,000 next year.""",7/6/2014,news,https://www.politifact.com/factchecks/2014/jul/08/raul-labrador/rep-labrador-administration-predicts-150-200000-ch/
mostly-true,Bill White,"""Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.""",6/25/2010,speech,https://www.politifact.com/factchecks/2010/jul/18/bill-white/white-says-perry-accepted-more-stimulus-funds-ever/
true,Chris Christie,"""In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.""",7/30/2013,news,https://www.politifact.com/factchecks/2013/aug/04/chris-christie/chris-christie-claims-kentucky-gets-more-twice-bac/
mostly-false,Majority Forward,"Says Sen. Pat Toomey ""even tried to shut down the federal government in order to eliminate funding for Planned Parenthood.""",7/29/2016,advertisement,https://www.politifact.com/factchecks/2016/aug/02/majority-forward/attacking-pat-toomey-did-he-try-shut-down-governme/
half-true,Lindsey Graham,"Under sequestration, the military was cut ""down to the smallest Army since 1940, the smallest Navy since 1915.""",10/5/2014,television,https://www.politifact.com/factchecks/2014/oct/05/lindsey-graham/lindsey-graham-army-smallest-1940-navy-smallest-19/
mostly-true,Chris Christie,"""Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.""",5/1/2013,advertisement,https://www.politifact.com/factchecks/2013/may/09/chris-christie/new-chris-christie-tv-ad-touts-balanced-budgets-jo/
mostly-true,Mitt Romney,"Massachusetts has ""less than 1 percent of our kids that are uninsured. You (Gov. Perry) have a million kids uninsured in Texas.""",10/11/2011,speech,https://www.politifact.com/factchecks/2011/oct/12/mitt-romney/mitt-romney-raps-number-uninsured-kids-texas-touts/
mostly-false,Ron Johnson,"""Before Act 10, the total cost of public sector employees’ employment was 29 percent higher than that in the private sector. After the act, it’s still 22 percent higher.""",6/6/2012,radio,https://www.politifact.com/factchecks/2012/jul/02/ron-johnson/us-sen-ron-johnson-says-public-private-pay-gap-aft/
mostly-false,George Will,"Says that President Obama said if Congress passed the economic stimulus bill, ""we would have unemployment at 8 percent and no higher. And it went higher.""",7/11/2010,television,https://www.politifact.com/factchecks/2010/jul/13/george-will/will-obama-said-stimulus-would-cap-unemployment-8-/
false,Donald Trump,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, ""she's seen laughing on two separate occasions, laughing at the girl who was raped.""",10/9/2016,speech,https://www.politifact.com/factchecks/2016/oct/10/donald-trump/trump-says-clinton-laughed-about-rape-case/
mostly-false,Donald Trump,"""Joe Biden and Kamala Harris’ government-run health care plan… could lead to hospitals being closed, put Medicare coverage at risk, and give benefits to illegal immigrants.""",10/28/2020,advertisement,https://www.politifact.com/factchecks/2020/nov/01/donald-trump/trumps-misleading-attack-bidens-health-care-plan/
mostly-false,Donald Trump,"Video shows Joe Biden saying ""we can only re-elect Donald Trump.""",3/7/2020,social_media,https://www.politifact.com/factchecks/2020/mar/09/donald-trump/video-shared-trump-omits-full-context-bidens-comme/
false,David Axelrod,"""Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.""",3/6/2012,news,https://www.politifact.com/factchecks/2012/mar/07/david-axelrod/david-axelrod-says-barack-obama-won-more-ohio-vote/
true,Rand Paul,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct.""",11/15/2016,news,https://www.politifact.com/factchecks/2016/nov/17/rand-paul/rand-paul-says-john-bolton-still-thinks-iraq-war-w/
mostly-false,Paul Ryan,"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""",10/11/2012,speech,https://www.politifact.com/factchecks/2012/oct/15/paul-ryan/paul-ryan-says-obama-administration-watered-down-s/
mostly-true,Alan Grayson,"""The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.""",11/17/2010,speech,https://www.politifact.com/factchecks/2010/nov/30/alan-grayson/alan-grayson-going-down-swinging-bush-tax-cut-exte/
true,Hillary Clinton,"Says Donald Trump’s tax plan gives the wealthy and corporations ""more than the Bush tax cuts by at least a factor of two.""",10/9/2016,speech,https://www.politifact.com/factchecks/2016/oct/11/hillary-clinton/clinton-right-trump-tax-plan-gives-more-rich-bush-/
half-true,Bernie Sanders,"Says Senate deliberations on the Affordable Care Act in 2009 and 2010 included hundreds of hours of debate and more than 100 Republican amendments, compared with zero for the American Health Care Act this year.",6/13/2017,social_media,https://www.politifact.com/factchecks/2017/jun/14/bernie-sanders/bernie-sanders-tweet-exaggerates-lack-input-senate/
false,Michele Bachmann,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency.",3/25/2009,news,https://www.politifact.com/factchecks/2009/apr/01/michele-bachmann/defending-dollar-bachmann-distorts-geithners-comme/
half-true,Barack Obama,"Says his budget plan ""would cut our deficits by $4 trillion.""",9/6/2012,speech,https://www.politifact.com/factchecks/2012/sep/07/barack-obama/obama-says-budget-plan-cut-deficits-4-trillion/
mostly-true,Eric Cantor,"The U.S. economy ""is three times as big as China's.""",11/14/2011,news,https://www.politifact.com/factchecks/2011/dec/05/eric-cantor/eric-cantor-says-us-economy-three-larger-chinas/
mostly-false,Amy Klobuchar,"""While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls.""",2/25/2020,speech,https://www.politifact.com/factchecks/2020/mar/02/amy-klobuchar/Klobuchar-misfires-Wisconsin-voter-claim/
pants-fire,Donald Trump,"""No candidate has ever won both Florida and Ohio and lost.""",12/9/2020,social_media,https://www.politifact.com/factchecks/2020/dec/10/donald-trump/trump-said-no-candidate-has-won-florida-and-ohio-a/
true,Eric Cantor,"There is ""a situation in this country where you're nearing 50 percent of people who don't even pay income taxes.""",4/27/2011,other,https://www.politifact.com/factchecks/2011/may/09/eric-cantor/eric-cantor-says-almost-50-percent-americans-dont-/
mostly-false,Rebecca Kleefisch,"Says Gov. Tony Evers gave $2.4 million in COVID relief money to Planned Parenthood affiliates throughout Wisconsin ""to bail them out and fund abortions.""",3/9/2022,campaign,https://www.politifact.com/factchecks/2022/mar/25/rebecca-kleefisch/yes-evers-gave-covid-relief-money-planned-parentho/
true,Amy Klobuchar,"Says Pete Buttigieg ran statewide in Indiana and ""lost by 20 points.""",12/20/2019,speech,https://www.politifact.com/factchecks/2019/dec/20/amy-klobuchar/its-true-he-was-mayor-pete-buttigieg-ran-statewide/
false,Tammy Baldwin,"Says the Trump administration ""has banned the CDC even using the word ‘transgender.’ """,6/26/2018,meeting,https://www.politifact.com/factchecks/2018/aug/17/tammy-baldwin/sen-tammy-baldwins-claim-about-trump-administratio/
mostly-true,Caleb Rowden,"""And this would be the first year, if everything holds true, we will spend over $10 billion of our state budget on Medicaid out of the $28 billion budget.""",1/20/2017,statement,https://www.politifact.com/factchecks/2017/mar/12/caleb-rowden/rowden-mostly-right-about-medicaid-costs/
half-true,Barack Obama,"""My judicial nominees have waited three times longer to receive confirmation votes than those of my Republican predecessor.""",6/4/2013,speech,https://www.politifact.com/factchecks/2013/jun/07/barack-obama/barack-obama-says-his-judicial-nominees-have-faced/
half-true,Hillary Clinton,"""Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns.""",11/14/2015,speech,https://www.politifact.com/factchecks/2015/nov/17/hillary-clinton/hillary-clinton-3000-killed-guns-between-nevada-an/
mostly-false,Rahm Emanuel,"Says Chicago’s reduction in teen smoking over the last eight years is the ""largest drop in the United States of America.""",4/7/2019,speech,https://www.politifact.com/factchecks/2019/apr/14/rahm-emanuel/emanuel-blows-smoke-about-cigarette-use-among-chic/
mostly-false,Donald Trump,"Election officials are ""sending 80 million ballots all over the country. Eighty million ballots, non-requested. I call them ‘unsolicited ballots.’""",9/7/2020,news,https://www.politifact.com/factchecks/2020/sep/10/donald-trump/trumps-misleading-claim-about-unsolicited-mail-bal/
half-true,Rick Scott,Says Florida's pension plan faces the same long-term funding problems as Social Security.,2/23/2011,speech,https://www.politifact.com/factchecks/2011/feb/25/rick-scott/gov-rick-scott-compares-state-pension-problems-soc/
pants-fire,Donald Trump,"""We have a fire marshal that said, 'Oh we can't allow more people’ ...  And the reason they won't let them in is because they don't know what the hell they're doing.""",7/29/2016,speech,https://www.politifact.com/factchecks/2016/aug/03/donald-trump/trump-falsely-accuses-colorado-fire-marshal-incomp/
mostly-true,Tim Kaine,"Bill Clinton presided over ""the biggest expansion of the American economy since World War II.""",10/18/2012,speech,https://www.politifact.com/factchecks/2012/oct/29/tim-kaine/tim-kaine-says-bill-clinton-presided-over-biggest-/
false,Tommy Thompson,"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the state’s unemployment rate was ""the lowest in the country for 40 consecutive months.""",3/3/2012,speech,https://www.politifact.com/factchecks/2012/mar/26/tommy-thompson/tommy-thompson-says-wisconsins-unemployment-rate-w/
true,Tom Cole,"Food stamp spending ""doubled under President Bush, doubled again under President Obama.""",7/16/2013,news,https://www.politifact.com/factchecks/2013/jul/19/tom-cole/rep-tom-cole-says-food-stamp-spending-doubled-unde/
mostly-false,Rick Scott,"""Obamacare will drive 2.5 million Americans out of the workforce.""",3/24/2014,advertisement,https://www.politifact.com/factchecks/2014/mar/25/rick-scott/cbo-report-describes-obamacare-jobs-killer-rick-sc/
true,Barack Obama,"""Our businesses have created jobs every single month since (Obamacare) became law.""",1/12/2016,speech,https://www.politifact.com/factchecks/2016/jan/13/barack-obama/business-has-created-jobs-every-month-obamacare-be/
true,Barack Obama,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",7/14/2012,advertisement,https://www.politifact.com/factchecks/2012/jul/17/barack-obama/obama-ad-says-romney-stashed-money-cayman-islands/
true,Kendrick Meek,"""Jeff Greene can buy anything"" ...  he owns two mansions.",7/29/2010,advertisement,https://www.politifact.com/factchecks/2010/jul/30/kendrick-meek/what-you-see-what-you-get-meek-has-photos-jeff-gre/
true,Ron Johnson,"Before the terrorist attacks in Benghazi, ""the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.""",5/6/2014,news,https://www.politifact.com/factchecks/2014/may/19/ron-johnson/hillary-clintons-state-department-reduced-security/
false,Rudy Giuliani,''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',10/9/2007,other,https://www.politifact.com/factchecks/2007/nov/13/rudy-giuliani/distorting-the-view/
